ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CLN
-5.819,-11.56,-16.426,9.283,-5.905,-0.42,-0.1389
-4.568,-11.56,-16.426,9.283,-5.905,-0.42,-0.135
-4.511,-11.56,-16.426,9.283,-5.905,-0.42,-0.1348
0.22,-11.56,-16.426,9.283,-5.905,-0.42,-0.1227
2.426,-11.56,-16.426,9.283,-5.905,-0.42,-0.1211
3.621,-11.56,-16.426,9.283,-5.905,-0.42,-0.1206
5.857,-11.56,-16.426,9.283,-5.905,-0.42,-0.1201
9.026,-11.56,-16.426,9.283,-5.905,-0.42,-0.1182
9.594,-11.56,-16.426,9.283,-5.905,-0.42,-0.1173
10.071,-11.56,-16.426,9.283,-5.905,-0.42,-0.1163
-14.197,4.04,14.975,19.105,14.43,3.445,-0.0477
-11.614,4.04,14.975,19.105,14.43,3.445,-0.0412
-11.512,4.04,14.975,19.105,14.43,3.445,-0.0404
-11.056,4.04,14.975,19.105,14.43,3.445,-0.0369
-9.181,4.04,14.975,19.105,14.43,3.445,-0.0253
-8.075,4.04,14.975,19.105,14.43,3.445,-0.017
-5.34,4.04,14.975,19.105,14.43,3.445,-0.013
-5.312,4.04,14.975,19.105,14.43,3.445,-0.0131
-4.613,4.04,14.975,19.105,14.43,3.445,-0.0155
-2.569,4.04,14.975,19.105,14.43,3.445,-0.0199
1.122,4.04,14.975,19.105,14.43,3.445,-0.0134
2.258,4.04,14.975,19.105,14.43,3.445,-0.0133
4.846,4.04,14.975,19.105,14.43,3.445,-0.0082
5.429,4.04,14.975,19.105,14.43,3.445,-0.006
-13.307,12.86,0.553,1.164,8.135,5.483,0.1231
-12.773,12.86,0.553,1.164,8.135,5.483,0.1268
-10.54,12.86,0.553,1.164,8.135,5.483,0.1431
-6.26,12.86,0.553,1.164,8.135,5.483,0.1707
-5.445,12.86,0.553,1.164,8.135,5.483,0.1707
1.28,12.86,0.553,1.164,8.135,5.483,0.1506
2.872,12.86,0.553,1.164,8.135,5.483,0.1436
4.077,12.86,0.553,1.164,8.135,5.483,0.1283
5.249,12.86,0.553,1.164,8.135,5.483,0.1026
5.912,12.86,0.553,1.164,8.135,5.483,0.1295
8.821,12.86,0.553,1.164,8.135,5.483,0.1624
10.454,12.86,0.553,1.164,8.135,5.483,0.1783
11.087,12.86,0.553,1.164,8.135,5.483,0.1671
13.426,12.86,0.553,1.164,8.135,5.483,0.1378
-13.564,-6.47,-2.456,2.617,7.747,-17.756,-0.0034
-9.974,-6.47,-2.456,2.617,7.747,-17.756,0.0161
-8.256,-6.47,-2.456,2.617,7.747,-17.756,0.0344
-8.198,-6.47,-2.456,2.617,7.747,-17.756,0.035
-6.649,-6.47,-2.456,2.617,7.747,-17.756,0.0421
-0.578,-6.47,-2.456,2.617,7.747,-17.756,0.0087
1.243,-6.47,-2.456,2.617,7.747,-17.756,0.0071
2.214,-6.47,-2.456,2.617,7.747,-17.756,0.007
2.434,-6.47,-2.456,2.617,7.747,-17.756,0.0071
2.712,-6.47,-2.456,2.617,7.747,-17.756,0.0072
5.736,-6.47,-2.456,2.617,7.747,-17.756,0.0179
7.443,-6.47,-2.456,2.617,7.747,-17.756,0.0209
10.029,-6.47,-2.456,2.617,7.747,-17.756,-0.0066
10.966,-6.47,-2.456,2.617,7.747,-17.756,-0.0156
-12.915,-11.82,15.946,8.69,4.061,-15.987,-0.1623
-9.367,-11.82,15.946,8.69,4.061,-15.987,-0.208
-7.401,-11.82,15.946,8.69,4.061,-15.987,-0.2374
-5.242,-11.82,15.946,8.69,4.061,-15.987,-0.2234
-3.924,-11.82,15.946,8.69,4.061,-15.987,-0.211
2.208,-11.82,15.946,8.69,4.061,-15.987,-0.1922
2.321,-11.82,15.946,8.69,4.061,-15.987,-0.1925
2.349,-11.82,15.946,8.69,4.061,-15.987,-0.1925
5.141,-11.82,15.946,8.69,4.061,-15.987,-0.2102
9.125,-11.82,15.946,8.69,4.061,-15.987,-0.2272
11.041,-11.82,15.946,8.69,4.061,-15.987,-0.1981
13.8,-11.82,15.946,8.69,4.061,-15.987,-0.1656
14.101,-11.82,15.946,8.69,4.061,-15.987,-0.1624
14.356,-11.82,15.946,8.69,4.061,-15.987,-0.1598
-13.27,5.2,2.351,15.799,5.387,-17.092,0.0132
-11.937,5.2,2.351,15.799,5.387,-17.092,0.0169
-11.745,5.2,2.351,15.799,5.387,-17.092,0.0174
-8.325,5.2,2.351,15.799,5.387,-17.092,0.0287
-6.655,5.2,2.351,15.799,5.387,-17.092,0.0321
-5.282,5.2,2.351,15.799,5.387,-17.092,0.0321
-4.031,5.2,2.351,15.799,5.387,-17.092,0.0311
-3.28,5.2,2.351,15.799,5.387,-17.092,0.0303
7.216,5.2,2.351,15.799,5.387,-17.092,0.0304
8.794,5.2,2.351,15.799,5.387,-17.092,0.0259
8.826,5.2,2.351,15.799,5.387,-17.092,0.0258
11.588,5.2,2.351,15.799,5.387,-17.092,0.02
11.865,5.2,2.351,15.799,5.387,-17.092,0.02
13.841,5.2,2.351,15.799,5.387,-17.092,0.0203
-13.22,-12.79,12.205,-6.973,10.775,6.562,-0.154
-12.283,-12.79,12.205,-6.973,10.775,6.562,-0.1623
-11.226,-12.79,12.205,-6.973,10.775,6.562,-0.1721
-10.83,-12.79,12.205,-6.973,10.775,6.562,-0.1759
-9.028,-12.79,12.205,-6.973,10.775,6.562,-0.1946
-3.784,-12.79,12.205,-6.973,10.775,6.562,-0.2572
0.212,-12.79,12.205,-6.973,10.775,6.562,-0.253
0.837,-12.79,12.205,-6.973,10.775,6.562,-0.2519
1.925,-12.79,12.205,-6.973,10.775,6.562,-0.2512
2.006,-12.79,12.205,-6.973,10.775,6.562,-0.2512
4.627,-12.79,12.205,-6.973,10.775,6.562,-0.2467
5.291,-12.79,12.205,-6.973,10.775,6.562,-0.2428
7.582,-12.79,12.205,-6.973,10.775,6.562,-0.2185
14.159,-12.79,12.205,-6.973,10.775,6.562,-0.1495
-12.619,-0.2,-7.668,-17.24,9.354,13.941,0.0524
-11.624,-0.2,-7.668,-17.24,9.354,13.941,0.0586
-10.719,-0.2,-7.668,-17.24,9.354,13.941,0.0662
-9.739,-0.2,-7.668,-17.24,9.354,13.941,0.0776
-4.868,-0.2,-7.668,-17.24,9.354,13.941,0.0684
2.086,-0.2,-7.668,-17.24,9.354,13.941,0.065
3.239,-0.2,-7.668,-17.24,9.354,13.941,0.0696
5.369,-0.2,-7.668,-17.24,9.354,13.941,0.0707
5.483,-0.2,-7.668,-17.24,9.354,13.941,0.0707
6.132,-0.2,-7.668,-17.24,9.354,13.941,0.0708
7.933,-0.2,-7.668,-17.24,9.354,13.941,0.0777
8.354,-0.2,-7.668,-17.24,9.354,13.941,0.0797
9.321,-0.2,-7.668,-17.24,9.354,13.941,0.0786
9.809,-0.2,-7.668,-17.24,9.354,13.941,0.0741
-10.902,-3.8,-9.859,-14.294,-11.163,2.301,0.0159
-10.146,-3.8,-9.859,-14.294,-11.163,2.301,0.0122
-6.975,-3.8,-9.859,-14.294,-11.163,2.301,0.0011
-6.033,-3.8,-9.859,-14.294,-11.163,2.301,0.0048
-3.857,-3.8,-9.859,-14.294,-11.163,2.301,0.0061
-3.76,-3.8,-9.859,-14.294,-11.163,2.301,0.006
-1.026,-3.8,-9.859,-14.294,-11.163,2.301,0.0069
0.553,-3.8,-9.859,-14.294,-11.163,2.301,0.007
1.266,-3.8,-9.859,-14.294,-11.163,2.301,0.0066
1.6,-3.8,-9.859,-14.294,-11.163,2.301,0.0062
4.667,-3.8,-9.859,-14.294,-11.163,2.301,0.0016
5.297,-3.8,-9.859,-14.294,-11.163,2.301,0.0004
7.736,-3.8,-9.859,-14.294,-11.163,2.301,-0.0044
8.179,-3.8,-9.859,-14.294,-11.163,2.301,-0.0026
-14.711,-7.5,-10.709,8.655,14.991,3.973,0.0131
-12.694,-7.5,-10.709,8.655,14.991,3.973,-0.0191
-5.793,-7.5,-10.709,8.655,14.991,3.973,0.0236
-2.018,-7.5,-10.709,8.655,14.991,3.973,0.0491
-1.911,-7.5,-10.709,8.655,14.991,3.973,0.0488
2.42,-7.5,-10.709,8.655,14.991,3.973,0.0431
2.658,-7.5,-10.709,8.655,14.991,3.973,0.0433
4.293,-7.5,-10.709,8.655,14.991,3.973,0.0421
6.776,-7.5,-10.709,8.655,14.991,3.973,0.0206
7.729,-7.5,-10.709,8.655,14.991,3.973,0.009
7.79,-7.5,-10.709,8.655,14.991,3.973,0.0083
11.081,-7.5,-10.709,8.655,14.991,3.973,-0.0253
11.686,-7.5,-10.709,8.655,14.991,3.973,-0.0292
14.688,-7.5,-10.709,8.655,14.991,3.973,0.0131
-14.31,3.79,13.168,16.259,-18.921,1.257,-0.1061
-11.407,3.79,13.168,16.259,-18.921,1.257,-0.1139
-10.561,3.79,13.168,16.259,-18.921,1.257,-0.1218
-8.904,3.79,13.168,16.259,-18.921,1.257,-0.1354
-8.162,3.79,13.168,16.259,-18.921,1.257,-0.133
-7.926,3.79,13.168,16.259,-18.921,1.257,-0.1309
-4.186,3.79,13.168,16.259,-18.921,1.257,-0.103
-4.088,3.79,13.168,16.259,-18.921,1.257,-0.1029
-1.977,3.79,13.168,16.259,-18.921,1.257,-0.0931
-0.542,3.79,13.168,16.259,-18.921,1.257,-0.0769
-0.145,3.79,13.168,16.259,-18.921,1.257,-0.074
4.794,3.79,13.168,16.259,-18.921,1.257,-0.0962
6.965,3.79,13.168,16.259,-18.921,1.257,-0.0987
8.432,3.79,13.168,16.259,-18.921,1.257,-0.1038
-12.794,-13.84,-3.458,2.823,-15.848,-3.676,-0.1521
-9.102,-13.84,-3.458,2.823,-15.848,-3.676,-0.1737
-8.711,-13.84,-3.458,2.823,-15.848,-3.676,-0.1757
-4.756,-13.84,-3.458,2.823,-15.848,-3.676,-0.1887
-4.751,-13.84,-3.458,2.823,-15.848,-3.676,-0.1887
-4.423,-13.84,-3.458,2.823,-15.848,-3.676,-0.1884
-2.249,-13.84,-3.458,2.823,-15.848,-3.676,-0.1869
-0.987,-13.84,-3.458,2.823,-15.848,-3.676,-0.1908
0.829,-13.84,-3.458,2.823,-15.848,-3.676,-0.1934
5.113,-13.84,-3.458,2.823,-15.848,-3.676,-0.1909
8.501,-13.84,-3.458,2.823,-15.848,-3.676,-0.1758
10.961,-13.84,-3.458,2.823,-15.848,-3.676,-0.1647
11.842,-13.84,-3.458,2.823,-15.848,-3.676,-0.1604
12.762,-13.84,-3.458,2.823,-15.848,-3.676,-0.1558
-14.795,-3.22,5.189,1.734,6.709,-2.614,-0.0187
-13.84,-3.22,5.189,1.734,6.709,-2.614,-0.0213
-9.976,-3.22,5.189,1.734,6.709,-2.614,0.0036
-7.19,-3.22,5.189,1.734,6.709,-2.614,0.0122
-1.867,-3.22,5.189,1.734,6.709,-2.614,-0.0222
0.306,-3.22,5.189,1.734,6.709,-2.614,-0.0281
1.403,-3.22,5.189,1.734,6.709,-2.614,-0.0251
2.064,-3.22,5.189,1.734,6.709,-2.614,-0.0221
3.021,-3.22,5.189,1.734,6.709,-2.614,-0.0162
3.387,-3.22,5.189,1.734,6.709,-2.614,-0.0147
8.4,-3.22,5.189,1.734,6.709,-2.614,0.0096
8.729,-3.22,5.189,1.734,6.709,-2.614,0.0108
10.156,-3.22,5.189,1.734,6.709,-2.614,0.0052
10.422,-3.22,5.189,1.734,6.709,-2.614,0.0032
-14.795,0.93,14.097,5.256,-16.15,-19.161,-0.0526
-13.712,0.93,14.097,5.256,-16.15,-19.161,-0.0524
-13.13,0.93,14.097,5.256,-16.15,-19.161,-0.0642
-10.046,0.93,14.097,5.256,-16.15,-19.161,-0.111
-10.003,0.93,14.097,5.256,-16.15,-19.161,-0.1119
-6.755,0.93,14.097,5.256,-16.15,-19.161,-0.1172
-2.545,0.93,14.097,5.256,-16.15,-19.161,-0.1202
4.902,0.93,14.097,5.256,-16.15,-19.161,-0.1361
5.04,0.93,14.097,5.256,-16.15,-19.161,-0.1349
7.981,0.93,14.097,5.256,-16.15,-19.161,-0.1214
8.463,0.93,14.097,5.256,-16.15,-19.161,-0.1222
11.627,0.93,14.097,5.256,-16.15,-19.161,-0.1004
11.689,0.93,14.097,5.256,-16.15,-19.161,-0.0997
11.696,0.93,14.097,5.256,-16.15,-19.161,-0.0997
-14.675,8.95,-16.046,-3.594,1.724,-10.052,0.1273
-14.149,8.95,-16.046,-3.594,1.724,-10.052,0.1316
-12.278,8.95,-16.046,-3.594,1.724,-10.052,0.1491
-8.647,8.95,-16.046,-3.594,1.724,-10.052,0.1791
-8.6,8.95,-16.046,-3.594,1.724,-10.052,0.179
-8.199,8.95,-16.046,-3.594,1.724,-10.052,0.1779
-4.494,8.95,-16.046,-3.594,1.724,-10.052,0.1636
-3.606,8.95,-16.046,-3.594,1.724,-10.052,0.1573
1.855,8.95,-16.046,-3.594,1.724,-10.052,0.1411
2.988,8.95,-16.046,-3.594,1.724,-10.052,0.1437
3.365,8.95,-16.046,-3.594,1.724,-10.052,0.1449
12.47,8.95,-16.046,-3.594,1.724,-10.052,0.1544
13.159,8.95,-16.046,-3.594,1.724,-10.052,0.1434
14.169,8.95,-16.046,-3.594,1.724,-10.052,0.1311
-14.158,-9.69,-1.058,14.963,-16.509,-5.422,-0.0807
-11.306,-9.69,-1.058,14.963,-16.509,-5.422,-0.0934
-8.909,-9.69,-1.058,14.963,-16.509,-5.422,-0.1192
-7.472,-9.69,-1.058,14.963,-16.509,-5.422,-0.1341
-7.068,-9.69,-1.058,14.963,-16.509,-5.422,-0.1385
-5.082,-9.69,-1.058,14.963,-16.509,-5.422,-0.1468
-4.984,-9.69,-1.058,14.963,-16.509,-5.422,-0.1465
-3.665,-9.69,-1.058,14.963,-16.509,-5.422,-0.1427
-3.057,-9.69,-1.058,14.963,-16.509,-5.422,-0.1472
3.402,-9.69,-1.058,14.963,-16.509,-5.422,-0.1456
8.001,-9.69,-1.058,14.963,-16.509,-5.422,-0.1156
10.254,-9.69,-1.058,14.963,-16.509,-5.422,-0.0993
10.976,-9.69,-1.058,14.963,-16.509,-5.422,-0.0959
11.218,-9.69,-1.058,14.963,-16.509,-5.422,-0.0953
-14.471,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0743
-14.416,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0746
-10.743,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0934
-9.279,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1026
-7.371,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1123
-7.064,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1135
-6.001,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1169
-4.395,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1205
-1.862,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1233
-0.685,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1239
-0.092,-12.03,-9.936,-0.263,-19.076,-19.41,-0.124
2.194,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1236
5.497,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1212
8.691,-12.03,-9.936,-0.263,-19.076,-19.41,-0.1179
-14.471,9.03,5.567,11.407,-12.823,-13.897,0.0205
-11.557,9.03,5.567,11.407,-12.823,-13.897,0.0684
-11.002,9.03,5.567,11.407,-12.823,-13.897,0.0773
-10.037,9.03,5.567,11.407,-12.823,-13.897,0.0767
-9.312,9.03,5.567,11.407,-12.823,-13.897,0.0662
-9.035,9.03,5.567,11.407,-12.823,-13.897,0.0618
-7.943,9.03,5.567,11.407,-12.823,-13.897,0.0466
-6.958,9.03,5.567,11.407,-12.823,-13.897,0.0357
-4.954,9.03,5.567,11.407,-12.823,-13.897,0.01
-4.097,9.03,5.567,11.407,-12.823,-13.897,0.0007
0.899,9.03,5.567,11.407,-12.823,-13.897,-0.0069
2.683,9.03,5.567,11.407,-12.823,-13.897,-0.0046
3.787,9.03,5.567,11.407,-12.823,-13.897,-0.0014
5.26,9.03,5.567,11.407,-12.823,-13.897,0.0078
-10.796,-9.16,-3.447,-19.534,-5.428,19.674,-0.0625
-9.862,-9.16,-3.447,-19.534,-5.428,19.674,-0.0634
-7.397,-9.16,-3.447,-19.534,-5.428,19.674,-0.0613
-6.318,-9.16,-3.447,-19.534,-5.428,19.674,-0.058
-6.124,-9.16,-3.447,-19.534,-5.428,19.674,-0.0573
-5.891,-9.16,-3.447,-19.534,-5.428,19.674,-0.0565
-5.019,-9.16,-3.447,-19.534,-5.428,19.674,-0.0534
-4.362,-9.16,-3.447,-19.534,-5.428,19.674,-0.051
-3.029,-9.16,-3.447,-19.534,-5.428,19.674,-0.0474
0.912,-9.16,-3.447,-19.534,-5.428,19.674,-0.0497
4.416,-9.16,-3.447,-19.534,-5.428,19.674,-0.0509
6.807,-9.16,-3.447,-19.534,-5.428,19.674,-0.0514
7.164,-9.16,-3.447,-19.534,-5.428,19.674,-0.0517
12.352,-9.16,-3.447,-19.534,-5.428,19.674,-0.0495
-14.987,-5.4,-4.546,-1.514,19.303,-10.731,0.0293
-14.28,-5.4,-4.546,-1.514,19.303,-10.731,0.0206
-11.491,-5.4,-4.546,-1.514,19.303,-10.731,0.0332
-7.505,-5.4,-4.546,-1.514,19.303,-10.731,0.0799
-7.243,-5.4,-4.546,-1.514,19.303,-10.731,0.0805
-5.274,-5.4,-4.546,-1.514,19.303,-10.731,0.0657
-2.245,-5.4,-4.546,-1.514,19.303,-10.731,0.0456
-2.1,-5.4,-4.546,-1.514,19.303,-10.731,0.0453
-0.934,-5.4,-4.546,-1.514,19.303,-10.731,0.0439
-0.033,-5.4,-4.546,-1.514,19.303,-10.731,0.0432
1.396,-5.4,-4.546,-1.514,19.303,-10.731,0.0427
6.906,-5.4,-4.546,-1.514,19.303,-10.731,0.0569
8.363,-5.4,-4.546,-1.514,19.303,-10.731,0.0545
11.482,-5.4,-4.546,-1.514,19.303,-10.731,0.0168
-13.819,-6.64,7.205,-15.769,-19.67,12.269,-0.0607
-11.955,-6.64,7.205,-15.769,-19.67,12.269,-0.0907
-10.25,-6.64,7.205,-15.769,-19.67,12.269,-0.1188
-5.893,-6.64,7.205,-15.769,-19.67,12.269,-0.1743
-3.631,-6.64,7.205,-15.769,-19.67,12.269,-0.1723
-2.829,-6.64,7.205,-15.769,-19.67,12.269,-0.1706
0.814,-6.64,7.205,-15.769,-19.67,12.269,-0.1686
0.818,-6.64,7.205,-15.769,-19.67,12.269,-0.1686
1.021,-6.64,7.205,-15.769,-19.67,12.269,-0.1685
2.243,-6.64,7.205,-15.769,-19.67,12.269,-0.1669
3.145,-6.64,7.205,-15.769,-19.67,12.269,-0.1632
3.235,-6.64,7.205,-15.769,-19.67,12.269,-0.1627
3.399,-6.64,7.205,-15.769,-19.67,12.269,-0.1616
9.981,-6.64,7.205,-15.769,-19.67,12.269,-0.097
-14.527,6.01,17.789,-18.153,2.009,-3.784,-0.0239
-10.973,6.01,17.789,-18.153,2.009,-3.784,-0.0138
-9.161,6.01,17.789,-18.153,2.009,-3.784,-0.0091
-6.111,6.01,17.789,-18.153,2.009,-3.784,-0.0029
-5.557,6.01,17.789,-18.153,2.009,-3.784,-0.0009
-3.91,6.01,17.789,-18.153,2.009,-3.784,0.0031
-1.654,6.01,17.789,-18.153,2.009,-3.784,0.0028
6.499,6.01,17.789,-18.153,2.009,-3.784,0.004
6.79,6.01,17.789,-18.153,2.009,-3.784,0.0029
7.87,6.01,17.789,-18.153,2.009,-3.784,-0.0008
9.169,6.01,17.789,-18.153,2.009,-3.784,0.0003
10.782,6.01,17.789,-18.153,2.009,-3.784,-0.0002
12.184,6.01,17.789,-18.153,2.009,-3.784,-0.0042
14.096,6.01,17.789,-18.153,2.009,-3.784,-0.0091
-14.601,-8.87,9.72,-6.236,-2.832,17.693,-0.0933
-13.934,-8.87,9.72,-6.236,-2.832,17.693,-0.0978
-13.199,-8.87,9.72,-6.236,-2.832,17.693,-0.1033
-12.011,-8.87,9.72,-6.236,-2.832,17.693,-0.1138
-11.494,-8.87,9.72,-6.236,-2.832,17.693,-0.1193
-11.164,-8.87,9.72,-6.236,-2.832,17.693,-0.1228
-11.115,-8.87,9.72,-6.236,-2.832,17.693,-0.1233
-8.077,-8.87,9.72,-6.236,-2.832,17.693,-0.135
-5.076,-8.87,9.72,-6.236,-2.832,17.693,-0.1379
2.839,-8.87,9.72,-6.236,-2.832,17.693,-0.1269
4.232,-8.87,9.72,-6.236,-2.832,17.693,-0.1303
7.87,-8.87,9.72,-6.236,-2.832,17.693,-0.1367
10.768,-8.87,9.72,-6.236,-2.832,17.693,-0.1437
12.332,-8.87,9.72,-6.236,-2.832,17.693,-0.131
-14.645,-1.0,18.186,13.396,3.85,12.544,-0.0718
-9.554,-1.0,18.186,13.396,3.85,12.544,-0.0906
-7.903,-1.0,18.186,13.396,3.85,12.544,-0.0897
-7.668,-1.0,18.186,13.396,3.85,12.544,-0.0893
-6.269,-1.0,18.186,13.396,3.85,12.544,-0.0916
-5.008,-1.0,18.186,13.396,3.85,12.544,-0.0917
-3.223,-1.0,18.186,13.396,3.85,12.544,-0.0976
3.46,-1.0,18.186,13.396,3.85,12.544,-0.0886
3.994,-1.0,18.186,13.396,3.85,12.544,-0.0873
6.387,-1.0,18.186,13.396,3.85,12.544,-0.0802
6.895,-1.0,18.186,13.396,3.85,12.544,-0.0788
9.065,-1.0,18.186,13.396,3.85,12.544,-0.0737
11.019,-1.0,18.186,13.396,3.85,12.544,-0.0731
12.304,-1.0,18.186,13.396,3.85,12.544,-0.0708
-14.556,-5.27,-0.954,-10.02,12.321,-15.346,0.0068
-13.403,-5.27,-0.954,-10.02,12.321,-15.346,0.0045
-12.536,-5.27,-0.954,-10.02,12.321,-15.346,0.0117
-11.691,-5.27,-0.954,-10.02,12.321,-15.346,0.0225
-11.269,-5.27,-0.954,-10.02,12.321,-15.346,0.0274
-10.535,-5.27,-0.954,-10.02,12.321,-15.346,0.0351
-9.201,-5.27,-0.954,-10.02,12.321,-15.346,0.053
-7.32,-5.27,-0.954,-10.02,12.321,-15.346,0.0665
0.213,-5.27,-0.954,-10.02,12.321,-15.346,0.0203
1.038,-5.27,-0.954,-10.02,12.321,-15.346,0.0199
6.628,-5.27,-0.954,-10.02,12.321,-15.346,0.0387
11.204,-5.27,-0.954,-10.02,12.321,-15.346,0.0108
12.429,-5.27,-0.954,-10.02,12.321,-15.346,-0.0044
12.668,-5.27,-0.954,-10.02,12.321,-15.346,-0.007
-12.978,12.47,-17.349,10.637,-18.48,-16.156,0.1766
-12.837,12.47,-17.349,10.637,-18.48,-16.156,0.1782
-7.652,12.47,-17.349,10.637,-18.48,-16.156,0.2519
-6.594,12.47,-17.349,10.637,-18.48,-16.156,0.2748
-6.027,12.47,-17.349,10.637,-18.48,-16.156,0.287
-0.785,12.47,-17.349,10.637,-18.48,-16.156,0.2513
1.187,12.47,-17.349,10.637,-18.48,-16.156,0.2461
2.327,12.47,-17.349,10.637,-18.48,-16.156,0.247
3.825,12.47,-17.349,10.637,-18.48,-16.156,0.2526
7.362,12.47,-17.349,10.637,-18.48,-16.156,0.2656
7.689,12.47,-17.349,10.637,-18.48,-16.156,0.2609
8.442,12.47,-17.349,10.637,-18.48,-16.156,0.2484
8.825,12.47,-17.349,10.637,-18.48,-16.156,0.2419
12.666,12.47,-17.349,10.637,-18.48,-16.156,0.1865
-14.555,-11.7,10.446,16.175,16.391,11.037,-0.1267
-14.173,-11.7,10.446,16.175,16.391,11.037,-0.1312
-13.437,-11.7,10.446,16.175,16.391,11.037,-0.1399
-10.396,-11.7,10.446,16.175,16.391,11.037,-0.1783
-10.297,-11.7,10.446,16.175,16.391,11.037,-0.1797
-9.966,-11.7,10.446,16.175,16.391,11.037,-0.1842
-6.895,-11.7,10.446,16.175,16.391,11.037,-0.2359
-4.033,-11.7,10.446,16.175,16.391,11.037,-0.2767
-3.116,-11.7,10.446,16.175,16.391,11.037,-0.2639
-2.207,-11.7,10.446,16.175,16.391,11.037,-0.2531
0.858,-11.7,10.446,16.175,16.391,11.037,-0.2369
3.65,-11.7,10.446,16.175,16.391,11.037,-0.2459
7.901,-11.7,10.446,16.175,16.391,11.037,-0.2377
13.361,-11.7,10.446,16.175,16.391,11.037,-0.1412
-12.714,6.72,3.599,-6.465,-9.965,-14.702,0.0428
-12.465,6.72,3.599,-6.465,-9.965,-14.702,0.049
-10.609,6.72,3.599,-6.465,-9.965,-14.702,0.0641
-10.091,6.72,3.599,-6.465,-9.965,-14.702,0.0548
-9.736,6.72,3.599,-6.465,-9.965,-14.702,0.0494
-3.659,6.72,3.599,-6.465,-9.965,-14.702,-0.028
0.251,6.72,3.599,-6.465,-9.965,-14.702,-0.0123
2.284,6.72,3.599,-6.465,-9.965,-14.702,-0.0146
6.479,6.72,3.599,-6.465,-9.965,-14.702,-0.0136
6.915,6.72,3.599,-6.465,-9.965,-14.702,-0.0086
9.184,6.72,3.599,-6.465,-9.965,-14.702,0.0172
9.252,6.72,3.599,-6.465,-9.965,-14.702,0.0178
11.18,6.72,3.599,-6.465,-9.965,-14.702,0.0341
13.298,6.72,3.599,-6.465,-9.965,-14.702,0.0314
